id,query,category,expected_has_answer,status,faithfulness,answer_relevancy,context_precision,data_sufficient,total_latency_ms
MDA_002,học phí ngành công nghệ thông tin MDA,hoc_phi,True,ok,0.7832,0.7816,0.7271,True,22739.054187829617
MDA_003,tổ hợp môn ngành kỹ thuật điện MDA,phuong_thuc_to_hop,True,ok,0.8542,0.8589,0.8392,True,30948.461210593367
MDA_004,điểm chuẩn ngành điều dưỡng MDA,diem_chuan,True,ok,0.9081,0.796,0.889,False,21444.916381696403
QHE_001,phương thức xét tuyển QHE năm 2025,phuong_thuc_to_hop,True,ok,0.7672,0.8465,0.8479,False,31117.28858348215
QHE_002,học phí ngành trí tuệ nhân tạo QHE,hoc_phi,True,ok,0.7951,0.8363,0.7155,False,29964.223588882673
QHE_003,điểm chuẩn ngành khoa học dữ liệu QHE,diem_chuan,True,ok,0.7741,0.7306,0.7237,False,32693.3975735936
QHE_004,QHE có chương trình đào tạo chất lượng cao không,phuong_thuc_to_hop,True,ok,0.7543,0.7638,0.8628,False,25615.371628657496
SKN_001,học phí ngành kinh tế SKN,hoc_phi,True,ok,0.8093,0.7471,0.8196,False,26346.24092922432
SKN_002,tổ hợp môn xét tuyển ngành quản trị kinh doanh SKN,phuong_thuc_to_hop,True,ok,0.7895,0.7736,0.7825,True,35661.333819846666
SKN_003,chỉ tiêu xét tuyển SKN,phuong_thuc_to_hop,True,ok,0.8166,0.7349,0.7441,False,47136.15421691216
SKN_004,điểm chuẩn ngành marketing SKN,diem_chuan,True,ok,0.8663,0.7803,0.7744,False,19962.437510725904
YHB_001,điểm chuẩn ngành y đa khoa YHB,diem_chuan,True,ok,0.8414,0.82,0.7698,True,19528.664015886832
YHB_002,học phí ngành điều dưỡng YHB,hoc_phi,True,ok,0.8416,0.7887,0.7004,True,20217.61306436816
YHB_003,phương thức xét tuyển khối ngành sức khỏe YHB,phuong_thuc_to_hop,True,ok,0.8251,0.7256,0.9423,False,35678.96706956863
YHB_004,điều kiện sơ tuyển và khám sức khỏe của YHB,phuong_thuc_to_hop,True,ok,0.8108,0.7551,0.8099,False,45516.06240999792
GEN_001,so sánh học phí ngành công nghệ thông tin giữa IUH và DHT,so_sanh,True,ok,0.8679,0.8549,0.7974,False,23735.762067484888
GEN_002,trường nào có điểm chuẩn ngành logistics thấp hơn,so_sanh,True,ok,0.8522,0.8146,0.7847,True,25448.013620108053
GEN_003,các trường nào xét tuyển bằng học bạ,phuong_thuc_to_hop,True,ok,0.7391,0.7706,0.6054,True,22314.897582487978
GEN_004,mốc thờ i gian đăng ký nguyện vọng đại học năm 2025,out_of_scope,False,ok,0.7142,0.7876,0.7201,True,28327.742270412127
GEN_005,hồ sơ cần chuẩn bị để xét tuyển đại học,out_of_scope,False,ok,0.7479,0.6759,0.6582,True,44110.22343137896
GEN_006,nếu điểm thi thấp hơn điểm chuẩn thì có cơ hội trúng tuyển không,out_of_scope,False,ok,0.7222,0.65,0.5731,True,41042.342623689634
GEN_007,xét tuyển sớm là gì và khác gì xét tuyển đợt chính,out_of_scope,False,ok,0.7908,0.8021,0.671,True,28411.852380327055
GEN_008,điểm ưu tiên khu vực được cộng như thế nào,out_of_scope,False,ok,0.7802,0.6578,0.7302,True,39998.16926239789
GEN_009,quy định về điểm liệt trong xét tuyển đại học,out_of_scope,False,ok,0.6941,0.7648,0.7124,True,25597.064323477305
GEN_010,học phí có tăng theo từng năm không,out_of_scope,False,ok,0.6984,0.7467,0.8082,True,24097.325080289953
GEN_011,trường có hỗ trợ ký túc xá cho sinh viên năm nhất không,out_of_scope,False,ok,0.7496,0.7172,0.7098,True,29802.551063234172
GEN_012,có học bổng đầu vào cho thí sinh điểm cao không,out_of_scope,False,ok,0.7544,0.7818,0.7866,False,29518.723400974977
